year	country	country_id	hs_category	import_value	export_value
2018	New Zealand	nzl	Miscellaneous	2811772245.0	858642290.0
2018	Samoa	wsm	Miscellaneous	14845292.0	822522.0
2018	Panama	pan	Miscellaneous	1198686577.0	242624313.0
2018	Kazakhstan	kaz	Miscellaneous	2548859738.0	74027863.0
2018	Guam	gum	Miscellaneous	39714502.0	3130788.0
2018	Israel	isr	Miscellaneous	5019494937.0	7021876338.0
2018	Kyrgyzstan	kgz	Miscellaneous	278175781.0	14217539.0
2018	Sudan	sdn	Miscellaneous	336585766.0	6169288.0
2018	Cocos (Keeling) Islands	cck	Miscellaneous	722124.0	408640.0
2018	Syria	syr	Miscellaneous	254813080.0	5535368.0
2018	Equatorial Guinea	gnq	Miscellaneous	64317268.0	417667.0
2018	Norfolk Island	nfk	Miscellaneous	2113128.0	16915.0
2018	Chad	tcd	Miscellaneous	28582120.0	1010565.0
2018	Maldives	mdv	Miscellaneous	229524757.0	1343033.0
2018	Seychelles	syc	Miscellaneous	71761065.0	12555901.0
2018	Kiribati	kir	Miscellaneous	7396545.0	155907.0
2018	Cambodia	khm	Miscellaneous	703506146.0	357980618.0
